matchid,hometeamname,awayteamname,ishometeam,isawayteam,isstaff,country,id,officialname,officialsurname,jerseyname,shortname,goalscored,cleansheet,matchplayed,suspendedifbooked,role
2024442,Austria,North Macedonia,true,false,false,Austria,98843,Julian,Baumgartlinger,Baumgartlinger,Baumgartlinger,0,,Baumgartlinger,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,101177,Andreas,Ulmer,Ulmer,Ulmer,0,,Ulmer,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,103354,Stefan,Ilsanker,Ilsanker,Ilsanker,0,,Ilsanker,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,1903428,Marko,Arnautovic,Arnautovic,Arnautovic,0,,Arnautovic,false,Forward
2024442,Austria,North Macedonia,true,false,false,Austria,1906540,David,Alaba,Alaba,Alaba,0,,Alaba,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,1909713,Aleksandar,Dragovic,Dragovic,Dragovic,0,,Dragovic,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,150182144,Marco,Friedl,Friedl,Friedl,0,,Friedl,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,250003976,Stefan,Lainer,Lainer,Lainer,0,,Lainer,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,250010552,Christopher,Trimmel,Trimmel,Trimmel,0,,Trimmel,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250020234,Martin,Hinteregger,Hinteregger,Hinteregger,0,,Hinteregger,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,250021810,Pavao,Pervan,Pervan,Pervan,,0,Pervan,false,Goalkeeper
2024442,Austria,North Macedonia,true,false,false,Austria,250023832,Michael,Gregoritsch,Gregoritsch,Gregoritsch,0,,Gregoritsch,false,Forward
2024442,Austria,North Macedonia,true,false,false,Austria,250024349,Marcel,Sabitzer,Sabitzer,Sabitzer,0,,Sabitzer,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250024351,Louis,Schaub,Schaub,Schaub,0,,Schaub,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250041706,Florian,Grillitsch,Grillitsch,Grillitsch,0,,Grillitsch,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250050403,Alessandro,Schöpf,Schöpf,Schöpf,0,,Schöpf,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250052757,Valentino,Lazaro,Lazaro,Lazaro,0,,Lazaro,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250055899,Alexander,Schlager,Schlager,A. Schlager,,0,A. Schlager,false,Goalkeeper
2024442,Austria,North Macedonia,true,false,false,Austria,250056875,Daniel,Bachmann,Bachmann,Bachmann,,0,Bachmann,false,Goalkeeper
2024442,Austria,North Macedonia,true,false,false,Austria,250065408,Xaver,Schlager,Xaver,X. Schlager,0,,X. Schlager,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250065413,Konrad,Laimer,Laimer,Laimer,0,,Laimer,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250065419,Stefan,Posch,Posch,Posch,0,,Posch,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,250073627,Philipp,Lienhart,Lienhart,Lienhart,0,,Lienhart,false,Defender
2024442,Austria,North Macedonia,true,false,false,Austria,250075612,Karim,Onisiwo,Onisiwo,Onisiwo,0,,Onisiwo,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250089289,Christoph,Baumgartner,Baumgartner,Baumgartner,0,,Baumgartner,false,Midfield
2024442,Austria,North Macedonia,true,false,false,Austria,250116789,Sasa,Kalajdzic,Kalajdzic,Kalajdzic,0,,Kalajdzic,false,Forward
2024442,Austria,North Macedonia,true,false,true,Germany,1291,Thomas,Kristl,,,,,,,ACO
2024442,Austria,North Macedonia,true,false,true,Austria,250026111,Mario,Margreiter,,,,,,,ADMIN
2024442,Austria,North Macedonia,true,false,true,Germany,11745,Franco,Foda,,,,,,,CO
2024442,Austria,North Macedonia,true,false,true,Austria,250065423,Michael,Fiedler,,,,,,,DOC
2024442,Austria,North Macedonia,true,false,true,Austria,250075634,Gerhard,Zallinger,,,,,,,FTNCOA
2024442,Austria,North Macedonia,true,false,true,Austria,57064,Robert,Almer,,,,,,,GKCOA
2024442,Austria,North Macedonia,true,false,true,Austria,250075630,Jovo,Marjanovic,,,,,,,KITMAN
2024442,Austria,North Macedonia,true,false,true,Austria,250075631,Christoph,Ogris,,,,,,,MAS
2024442,Austria,North Macedonia,true,false,true,Austria,57063,Jürgen,Säumel,,,,,,,OTH
2024442,Austria,North Macedonia,true,false,true,Germany,250075632,Mike,Steverding,,,,,,,PH
2024442,Austria,North Macedonia,true,false,true,Austria,250075633,Michael,Vettorazzi,,,,,,,PH
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250116833,Vlatko,Stojanovski,Stojanovski,Stojanovski,0,,Stojanovski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250091841,Eljif,Elmas,Elmas,Elmas,0,,Elmas,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250105582,Darko,Churlinov,Churlinov,Churlinov,0,,Churlinov,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250079552,Risto,Jankov,Jankov,Jankov,,0,Jankov,false,Goalkeeper
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250072833,Milan,Ristovski,Ristovski,M. Ristovski,0,,M. Ristovski,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250059633,Marjan,Radeski,RADESKI,Radeski,0,,Radeski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250064634,Enis,Bardi,Bardi,Bardi,0,,Bardi,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250055992,Egzon,Bejtulai,Bejtullai,Bejtulai,0,,Bejtulai,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250055403,Tihomir,Kostadinov,KOSTADINOV,Kostadinov,0,,Kostadinov,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250043103,Boban,Nikolov,NIKOLOV,Nikolov,0,,Nikolov,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250028268,Ezgjan,Alioski,Alioski,Alioski,0,,Alioski,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250031583,Daniel,Avramovski,Avramovski,Avramovski,0,,Avramovski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250031588,Darko,Velkoski,D. Velkoski,D. Velkoski,0,,D. Velkoski,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250031589,Gjoko,Zajkov,Zajkov,Zajkov,0,,Zajkov,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250039878,Aleksandar,Trajkovski,Trajkovski,Trajkovski,0,,Trajkovski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250022169,Ferhan,Hasani,Hasani,Hasani,0,,Hasani,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250022908,Damjan,Siskovski,SHISHKOVSKI,Siskovski,,0,Siskovski,false,Goalkeeper
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250022910,Visar,Musliu,Musliu,Musliu,0,,Musliu,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250014421,Stole,Dimitrievski,Dimitrievski,Dimitrievski,,0,Dimitrievski,false,Goalkeeper
2024442,Austria,North Macedonia,false,true,false,North Macedonia,52148,Goran,Pandev,Pandev,Pandev,0,,Pandev,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,73471,Ivan,Trickovski,Trickovski,Trickovski,0,,Trickovski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,96418,Krste,Velkoski,Velkoski,K. Velkoski,0,,K. Velkoski,false,Forward
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250004363,Stefan,Ristovski,Ristovski,Ristovski,0,,Ristovski,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250005231,Arijan,Ademi,Ademi,Ademi,0,,Ademi,false,Midfield
2024442,Austria,North Macedonia,false,true,false,North Macedonia,107972,Kire,Ristevski,Ristevski,Ristevski,0,,Ristevski,false,Defender
2024442,Austria,North Macedonia,false,true,false,North Macedonia,107976,Stefan,Spirovski,Spirovski,Spirovski,0,,Spirovski,false,Midfield
2024442,Austria,North Macedonia,false,true,true,North Macedonia,48629,Milan,Ilievski,,,,,,,ACO
2024442,Austria,North Macedonia,false,true,true,North Macedonia,52144,Bojan,Markovski,,,,,,,ADMIN
2024442,Austria,North Macedonia,false,true,true,North Macedonia,30379,Igor,Angelovski,,,,,,,CO
2024442,Austria,North Macedonia,false,true,true,North Macedonia,52141,Dancho,Masev,,,,,,,DIR
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250073824,Aleksandar,Saveski,,,,,,,DOC
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250112379,Borislav,Kalkovaliev,,,,,,,DOC
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250099948,Ivan,Jovanovski,,,,,,,FTNCOA
2024442,Austria,North Macedonia,false,true,true,North Macedonia,44303,Zoran,Micevski,,,,,,,GKCOA
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250112111,Djengis,Redjepi,,,,,,,OTH
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250072839,Angele,Milevski,,,,,,,PH
2024442,Austria,North Macedonia,false,true,true,North Macedonia,250076920,Bojan,Canevski,,,,,,,PH
2024486,Belgium,Italy,true,false,false,Belgium,71982,Thomas,Vermaelen,Vermaelen,Vermaelen,0,,Vermaelen,true,Defender
2024486,Belgium,Italy,true,false,false,Belgium,98078,Simon,Mignolet,Mignolet,Mignolet,,0,Mignolet,false,Goalkeeper
2024486,Belgium,Italy,true,false,false,Belgium,103333,Toby,Alderweireld,Alderweireld,Alderweireld,0,,Alderweireld,true,Defender
2024486,Belgium,Italy,true,false,false,Belgium,103335,Axel,Witsel,Witsel,Witsel,0,,Witsel,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,103704,Jan,Vertonghen,Vertonghen,Vertonghen,0,,Vertonghen,false,Defender
2024486,Belgium,Italy,true,false,false,Belgium,1902160,Eden,Hazard,E. Hazard,E. Hazard,0,,E. Hazard,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,1902165,Christian,Benteke,Benteke,Benteke,0,,Benteke,false,Forward
2024486,Belgium,Italy,true,false,false,Belgium,250003912,Thomas,Kaminski,Kaminski,Kaminski,,0,Kaminski,false,Goalkeeper
2024486,Belgium,Italy,true,false,false,Belgium,250007046,Matz,Sels,Sels,Sels,,0,Sels,false,Goalkeeper
2024486,Belgium,Italy,true,false,false,Belgium,250008901,Kevin,De Bruyne,De Bruyne,De Bruyne,1,,De Bruyne,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250010802,Romelu,Lukaku,R. Lukaku,Lukaku,3,,Lukaku,false,Forward
2024486,Belgium,Italy,true,false,false,Belgium,250011668,Thibaut,Courtois,COURTOIS,Courtois,,3,Courtois,false,Goalkeeper
2024486,Belgium,Italy,true,false,false,Belgium,250012551,Thorgan,Hazard,T. Hazard,T. Hazard,2,,T. Hazard,true,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250005255,Dedryck,Boyata,Boyata,Boyata,0,,Boyata,false,Defender
2024486,Belgium,Italy,true,false,false,Belgium,250019924,Dries,Mertens,Mertens,Mertens,0,,Mertens,false,Forward
2024486,Belgium,Italy,true,false,false,Belgium,250022315,Nacer,Chadli,Chadli,Chadli,0,,Chadli,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250023003,Dennis,Praet,Praet,Praet,0,,Praet,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250023009,Leandro,Trossard,Trossard,Trossard,0,,Trossard,false,Forward
2024486,Belgium,Italy,true,false,false,Belgium,250029318,Thomas,Meunier,Meunier,Meunier,1,,Meunier,false,Defender
2024486,Belgium,Italy,true,false,false,Belgium,250038932,Michy,Batshuayi,Batshuayi,Batshuayi,0,,Batshuayi,false,Forward
2024486,Belgium,Italy,true,false,false,Belgium,250040959,Yannick,Carrasco,CARRASCO,Carrasco,0,,Carrasco,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250042602,Leander,Dendoncker,Dendoncker,Dendoncker,0,,Dendoncker,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250058949,Timothy,Castagne,Castagne,Castagne,0,,Castagne,false,Defender
2024486,Belgium,Italy,true,false,false,Belgium,250064006,Youri,Tielemans,Tielemans,Tielemans,0,,Tielemans,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250064188,Hans,Vanaken,Vanaken,Vanaken,0,,Vanaken,false,Midfield
2024486,Belgium,Italy,true,false,false,Belgium,250064362,Jason,Denayer,Denayer,Denayer,0,,Denayer,false,Defender
2024486,Belgium,Italy,true,false,false,Belgium,250113142,Jeremy,Doku,Doku,Doku,0,,Doku,false,Forward
2024486,Belgium,Italy,true,false,true,Scotland,55522,Shaun,Maloney,,,,,,,ACO
2024486,Belgium,Italy,true,false,true,Belgium,1902488,Piet,Erauw,,,,,,,ADMIN
2024486,Belgium,Italy,true,false,true,Belgium,150415502,Erwin,Lemmens,,,,,,,ADMIN
2024486,Belgium,Italy,true,false,true,Spain,250016130,Roberto,Martinez,,,,,,,CO
2024486,Belgium,Italy,true,false,true,Belgium,250154901,Kristof,Sas,,,,,,,DOC
2024486,Belgium,Italy,true,false,true,Wales,250123547,Richard,Evans,,,,,,,FTNCOA
2024486,Belgium,Italy,true,false,true,Spain,250075949,Inaki,Vergara,,,,,,,GKCOA
2024486,Belgium,Italy,true,false,true,Belgium,1902489,Guido,Van Onsem,,,,,,,KITMAN
2024486,Belgium,Italy,true,false,true,France,24057,Thierry,Henry,,,,,,,OTH
2024486,Belgium,Italy,true,false,true,Belgium,250082078,Geert,Neirynck,,,,,,,PH
2024486,Belgium,Italy,true,false,true,England,250075930,Luke,Benstead,,,,,,,STCOA
2024486,Belgium,Italy,false,true,false,Italy,250121401,Matteo,Pessina,Pessina,Pessina,2,,Pessina,true,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250138434,Gaetano,Castrovilli,Castrovilli,Castrovilli,0,,Castrovilli,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,59142,Giorgio,Chiellini,Chiellini,Chiellini,0,,Chiellini,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250066739,Nicolò,Barella,Barella,Barella,0,,Barella,true,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250066747,Manuel,Locatelli,LOCATELLI,Locatelli,2,,Locatelli,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250066753,Alex,Meret,Meret,Meret,,0,Meret,false,Goalkeeper
2024486,Belgium,Italy,false,true,false,Italy,250067749,,Jorginho,Jorginho,Jorginho,0,,Jorginho,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250078922,Gianluigi,Donnarumma,DONNARUMMA,G. Donnarumma,,3,G. Donnarumma,false,Goalkeeper
2024486,Belgium,Italy,false,true,false,Italy,250090398,Federico,Chiesa,Chiesa,Chiesa,1,,Chiesa,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250091199,Alessandro,Bastoni,Bastoni,Bastoni,0,,Bastoni,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250100056,,Emerson,Emerson,Emerson,0,,Emerson,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250105617,Giacomo,Raspadori,Raspadori,Raspadori,0,,Raspadori,false,Forward
2024486,Belgium,Italy,false,true,false,Italy,250112488,Rafael,Tolói,Tolói,Tolói,0,,Tolói,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250064229,Giovanni,Di Lorenzo,Di Lorenzo,Di Lorenzo,0,,Di Lorenzo,true,Defender
2024486,Belgium,Italy,false,true,false,Italy,250061597,Federico,Bernardeschi,Bernardeschi,Bernardeschi,0,,Bernardeschi,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250050378,Andrea,Belotti,Belotti,Belotti,0,,Belotti,false,Forward
2024486,Belgium,Italy,false,true,false,Italy,250052957,Francesco,Acerbi,Acerbi,Acerbi,0,,Acerbi,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250058759,Domenico,Berardi,Berardi,Berardi,0,,Berardi,false,Forward
2024486,Belgium,Italy,false,true,false,Italy,250041741,Bryan,Cristante,CRISTANTE,Cristante,0,,Cristante,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250026037,Lorenzo,Insigne,Insigne,Insigne,1,,Insigne,false,Forward
2024486,Belgium,Italy,false,true,false,Italy,250026962,Alessandro,Florenzi,FLORENZI,Florenzi,0,,Florenzi,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250020885,Leonardo,Spinazzola,SPINAZZOLA,Spinazzola,0,,Spinazzola,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250006200,Marco,Verratti,VERRATTI,Verratti,0,,Verratti,false,Midfield
2024486,Belgium,Italy,false,true,false,Italy,250017925,Leonardo,Bonucci,Bonucci,Bonucci,0,,Bonucci,false,Defender
2024486,Belgium,Italy,false,true,false,Italy,250005254,Ciro,Immobile,Immobile,Immobile,2,,Immobile,false,Forward
2024486,Belgium,Italy,false,true,false,Italy,106737,Salvatore,Sirigu,Sirigu,Sirigu,,1,Sirigu,false,Goalkeeper
2024486,Belgium,Italy,false,true,true,Italy,422,Alberico,Evani,,,,,,,ACO
2024486,Belgium,Italy,false,true,true,Italy,150040534,Emiliano,Cozzi,,,,,,,ADMIN
2024486,Belgium,Italy,false,true,true,Italy,105,Roberto,Mancini,,,,,,,CO
2024486,Belgium,Italy,false,true,true,Italy,36652,Gabriele,Oriali,,,,,,,DIR
2024486,Belgium,Italy,false,true,true,Italy,2218035,Andrea,Ferretti,,,,,,,DOC
2024486,Belgium,Italy,false,true,true,Italy,250075971,Andrea,Scanavino,,,,,,,FTNCOA
2024486,Belgium,Italy,false,true,true,Italy,250126605,Massimo,Battara,,,,,,,GKCOA
2024486,Belgium,Italy,false,true,true,,107,,,,,,,,,OTH
2024486,Belgium,Italy,false,true,true,Italy,250058775,Carmine,Costabile,,,,,,,OTH
2024486,Belgium,Italy,false,true,true,Italy,250057698,Emanuele,Randelli,,,,,,,PH
2024486,Belgium,Italy,false,true,true,Italy,250064398,Fabio,Sannino,,,,,,,PH
2024479,Belgium,Portugal,true,false,false,Belgium,71982,Thomas,Vermaelen,Vermaelen,Vermaelen,0,,Vermaelen,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,103333,Toby,Alderweireld,Alderweireld,Alderweireld,0,,Alderweireld,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,103335,Axel,Witsel,Witsel,Witsel,0,,Witsel,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,103704,Jan,Vertonghen,Vertonghen,Vertonghen,0,,Vertonghen,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,1902160,Eden,Hazard,E. Hazard,E. Hazard,0,,E. Hazard,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,1902165,Christian,Benteke,Benteke,Benteke,0,,Benteke,false,Forward
2024479,Belgium,Portugal,true,false,false,Belgium,250005255,Dedryck,Boyata,Boyata,Boyata,0,,Boyata,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,250007046,Matz,Sels,Sels,Sels,,0,Sels,false,Goalkeeper
2024479,Belgium,Portugal,true,false,false,Belgium,250008901,Kevin,De Bruyne,De Bruyne,De Bruyne,1,,De Bruyne,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250010802,Romelu,Lukaku,R. Lukaku,Lukaku,3,,Lukaku,false,Forward
2024479,Belgium,Portugal,true,false,false,Belgium,250011668,Thibaut,Courtois,COURTOIS,Courtois,,2,Courtois,false,Goalkeeper
2024479,Belgium,Portugal,true,false,false,Belgium,250012551,Thorgan,Hazard,T. Hazard,T. Hazard,1,,T. Hazard,true,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250019924,Dries,Mertens,Mertens,Mertens,0,,Mertens,false,Forward
2024479,Belgium,Portugal,true,false,false,Belgium,250022315,Nacer,Chadli,Chadli,Chadli,0,,Chadli,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250023003,Dennis,Praet,Praet,Praet,0,,Praet,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250023009,Leandro,Trossard,Trossard,Trossard,0,,Trossard,false,Forward
2024479,Belgium,Portugal,true,false,false,Belgium,250029318,Thomas,Meunier,Meunier,Meunier,1,,Meunier,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,250038932,Michy,Batshuayi,Batshuayi,Batshuayi,0,,Batshuayi,false,Forward
2024479,Belgium,Portugal,true,false,false,Belgium,250040959,Yannick,Carrasco,CARRASCO,Carrasco,0,,Carrasco,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250042602,Leander,Dendoncker,Dendoncker,Dendoncker,0,,Dendoncker,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250058949,Timothy,Castagne,Castagne,Castagne,0,,Castagne,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,250064006,Youri,Tielemans,Tielemans,Tielemans,0,,Tielemans,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250064188,Hans,Vanaken,Vanaken,Vanaken,0,,Vanaken,false,Midfield
2024479,Belgium,Portugal,true,false,false,Belgium,250064362,Jason,Denayer,Denayer,Denayer,0,,Denayer,false,Defender
2024479,Belgium,Portugal,true,false,false,Belgium,98078,Simon,Mignolet,Mignolet,Mignolet,,0,Mignolet,false,Goalkeeper
2024479,Belgium,Portugal,true,false,false,Belgium,250113142,Jeremy,Doku,Doku,Doku,0,,Doku,false,Forward
2024479,Belgium,Portugal,true,false,true,Scotland,55522,Shaun,Maloney,,,,,,,ACO
2024479,Belgium,Portugal,true,false,true,Belgium,1902488,Piet,Erauw,,,,,,,ADMIN
2024479,Belgium,Portugal,true,false,true,Belgium,150415502,Erwin,Lemmens,,,,,,,ADMIN
2024479,Belgium,Portugal,true,false,true,Spain,250016130,Roberto,Martinez,,,,,,,CO
2024479,Belgium,Portugal,true,false,true,Belgium,250154901,Kristof,Sas,,,,,,,DOC
2024479,Belgium,Portugal,true,false,true,Wales,250123547,Richard,Evans,,,,,,,FTNCOA
2024479,Belgium,Portugal,true,false,true,Spain,250075949,Inaki,Vergara,,,,,,,GKCOA
2024479,Belgium,Portugal,true,false,true,Belgium,1902489,Guido,Van Onsem,,,,,,,KITMAN
2024479,Belgium,Portugal,true,false,true,France,24057,Thierry,Henry,,,,,,,OTH
2024479,Belgium,Portugal,true,false,true,Belgium,250082078,Geert,Neirynck,,,,,,,PH
2024479,Belgium,Portugal,true,false,true,England,250075930,Luke,Benstead,,,,,,,STCOA
2024479,Belgium,Portugal,false,true,false,Portugal,250136465,,Nuno Mendes,N. Mendes,Nuno Mendes,0,,Nuno Mendes,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250143328,,Pedro Gonçalves,Pedro G.,Pedro Gonçalves,0,,Pedro Gonçalves,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,101788,José,Fonte,Fonte,Fonte,0,,Fonte,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250066156,Raphaël,Guerreiro,Guerreiro,Guerreiro,1,,Guerreiro,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250067295,,João Palhinha,J. Palhinha,João Palhinha,0,,João Palhinha,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250078886,,Bruno Fernandes,B. FERNANDES,Bruno Fernandes,0,,Bruno Fernandes,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250080471,,Diogo Jota,Diogo J.,Diogo Jota,1,,Diogo Jota,false,Forward
2024479,Belgium,Portugal,false,true,false,Portugal,250081628,Diogo,Dalot,DALOT,Dalot,0,,Dalot,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250086090,,Nélson Semedo,Semedo,Nélson Semedo,0,,Nélson Semedo,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250101463,,João Félix,JOÃO FÉLIX,João Félix,0,,João Félix,false,Forward
2024479,Belgium,Portugal,false,true,false,Portugal,250059115,,Bernardo Silva,Bernardo,Bernardo Silva,0,,Bernardo Silva,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250062141,,Rui Silva,RUI SILVA,Rui Silva,,0,Rui Silva,false,Goalkeeper
2024479,Belgium,Portugal,false,true,false,Portugal,250063447,,Rafa Silva,Rafa,Rafa Silva,0,,Rafa Silva,false,Forward
2024479,Belgium,Portugal,false,true,false,Portugal,250054760,,Gonçalo Guedes,GUEDES,Gonçalo Guedes,0,,Gonçalo Guedes,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250055271,,Rúben Neves,Neves,Rúben Neves,0,,Rúben Neves,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250058218,,Renato Sanches,R.SANCHES,Renato Sanches,0,,Renato Sanches,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250058220,,Rúben Dias,Rúben,Rúben Dias,0,,Rúben Dias,true,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,250042521,,André Silva,ANDRÉ SILVA,André Silva,0,,André Silva,false,Forward
2024479,Belgium,Portugal,false,true,false,Portugal,250014528,,Danilo,DANILO,Danilo,0,,Danilo,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,1907943,,William Carvalho,William,William Carvalho,0,,William Carvalho,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,250003853,,Sérgio Oliveira,Sérgio,Sérgio Oliveira,0,,Sérgio Oliveira,false,Midfield
2024479,Belgium,Portugal,false,true,false,Portugal,1901643,Anthony,Lopes,Lopes,Lopes,,0,Lopes,false,Goalkeeper
2024479,Belgium,Portugal,false,true,false,Portugal,93443,,Rui Patrício,R. Patrício,Rui Patrício,,1,Rui Patrício,false,Goalkeeper
2024479,Belgium,Portugal,false,true,false,Portugal,95417,,Pepe,Pepe,Pepe,0,,Pepe,false,Defender
2024479,Belgium,Portugal,false,true,false,Portugal,63706,Cristiano,Ronaldo,Ronaldo,Ronaldo,5,,Ronaldo,false,Forward
2024479,Belgium,Portugal,false,true,false,Portugal,70098,,João Moutinho,J. Moutinho,João Moutinho,0,,João Moutinho,false,Midfield
2024479,Belgium,Portugal,false,true,true,Portugal,800409,Ilídio Fernando,Torres Vale,,,,,,,ACO
2024479,Belgium,Portugal,false,true,true,Portugal,1866653,Carlos,Godinho,,,,,,,ADMIN
2024479,Belgium,Portugal,false,true,true,Portugal,2203208,Simão,Ferreira,,,,,,,ASSPHY
2024479,Belgium,Portugal,false,true,true,Portugal,45805,Fernando,Santos,,,,,,,CO
2024479,Belgium,Portugal,false,true,true,Portugal,250078721,João,Pinto,,,,,,,DIR
2024479,Belgium,Portugal,false,true,true,Portugal,50018157,Paulo Daniel,Beckert Rodrigues,,,,,,,DOC
2024479,Belgium,Portugal,false,true,true,Portugal,250080548,João,Brito,,,,,,,EXSCI
2024479,Belgium,Portugal,false,true,true,Portugal,1815,Fernando,Justino,,,,,,,GKCOA
2024479,Belgium,Portugal,false,true,true,Portugal,250078722,Hugo,Vieira,,,,,,,KITMAN
2024479,Belgium,Portugal,false,true,true,Portugal,250078717,João Carlos,Costa,,,,,,,OTH
2024479,Belgium,Portugal,false,true,true,Portugal,250078718,Antonio,Gaspar,,,,,,,PH
