matchid,hometeamname,awayteamname,ispitch,isbench,isstaff,country,id,officialname,officialsurname,shortname,role,jerseynumber,isgoalkeeper,jerseyname,iscaptain,tacticx,tacticy,numorder,isbooked
2024442,Austria,North Macedonia,true,false,false,Austria,250056875,Daniel,Bachmann,Bachmann,goalkeepers,13,True,Bachmann,False,150,504,1,NA
2024442,Austria,North Macedonia,true,false,false,Austria,101177,Andreas,Ulmer,Ulmer,defenders,2,False,Ulmer,False,562,153,2,NA
2024442,Austria,North Macedonia,true,false,false,Austria,1909713,Aleksandar,Dragovic,Dragovic,defenders,3,False,Dragovic,False,345,737,3,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250020234,Martin,Hinteregger,Hinteregger,defenders,4,False,Hinteregger,False,370,317,4,NA
2024442,Austria,North Macedonia,true,false,false,Austria,1906540,David,Alaba,Alaba,defenders,8,False,Alaba,True,328,455,5,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250024349,Marcel,Sabitzer,Sabitzer,midfielders,9,False,Sabitzer,False,547,289,6,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250089289,Christoph,Baumgartner,Baumgartner,midfielders,19,False,Baumgartner,False,684,402,7,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250003976,Stefan,Lainer,Lainer,defenders,21,False,Lainer,False,501,859,8,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250065408,Xaver,Schlager,X. Schlager,midfielders,23,False,Xaver,False,469,500,9,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250065413,Konrad,Laimer,Laimer,midfielders,24,False,Laimer,False,552,679,10,NA
2024442,Austria,North Macedonia,true,false,false,Austria,250116789,Sasa,Kalajdzic,Kalajdzic,forwards,25,False,Kalajdzic,False,690,554,11,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250055899,Alexander,Schlager,A. Schlager,goalkeepers,1,True,Schlager,False,0,0,12,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250021810,Pavao,Pervan,Pervan,goalkeepers,12,True,Pervan,False,0,0,13,NA
2024442,Austria,North Macedonia,false,true,false,Austria,103354,Stefan,Ilsanker,Ilsanker,midfielders,6,False,Ilsanker,False,0,0,14,NA
2024442,Austria,North Macedonia,false,true,false,Austria,1903428,Marko,Arnautovic,Arnautovic,forwards,7,False,Arnautovic,False,698,467,15,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250041706,Florian,Grillitsch,Grillitsch,midfielders,10,False,Grillitsch,False,0,0,16,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250023832,Michael,Gregoritsch,Gregoritsch,forwards,11,False,Gregoritsch,False,683,529,17,NA
2024442,Austria,North Macedonia,false,true,false,Austria,98843,Julian,Baumgartlinger,Baumgartlinger,midfielders,14,False,Baumgartlinger,False,0,0,18,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250073627,Philipp,Lienhart,Lienhart,defenders,15,False,Lienhart,False,326,695,19,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250010552,Christopher,Trimmel,Trimmel,midfielders,16,False,Trimmel,False,0,0,20,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250024351,Louis,Schaub,Schaub,midfielders,17,False,Schaub,False,0,0,21,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250050403,Alessandro,Schöpf,Schöpf,midfielders,18,False,Schöpf,False,0,0,22,NA
2024442,Austria,North Macedonia,false,true,false,Austria,250052757,Valentino,Lazaro,Lazaro,midfielders,22,False,Lazaro,False,0,0,23,NA
2024442,Austria,North Macedonia,false,false,true,Germany,1291,Thomas,Kristl,None,ACO,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250026111,Mario,Margreiter,None,ADMIN,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Germany,11745,Franco,Foda,None,CO,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250065423,Michael,Fiedler,None,DOC,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250075634,Gerhard,Zallinger,None,FTNCOA,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,57064,Robert,Almer,None,GKCOA,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250075630,Jovo,Marjanovic,None,KITMAN,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250075631,Christoph,Ogris,None,MAS,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,57063,Jürgen,Säumel,None,OTH,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Germany,250075632,Mike,Steverding,None,PH,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,Austria,250075633,Michael,Vettorazzi,None,PH,,None,None,None,,,,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250014421,Stole,Dimitrievski,Dimitrievski,goalkeepers,1,True,Dimitrievski,False,900,510,1,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250005231,Arijan,Ademi,Ademi,midfielders,5,False,Ademi,False,500,508,2,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250022910,Visar,Musliu,Musliu,defenders,6,False,Musliu,False,655,345,3,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250028268,Ezgjan,Alioski,Alioski,midfielders,8,False,Alioski,False,520,121,4,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250039878,Aleksandar,Trajkovski,Trajkovski,forwards,9,False,Trajkovski,False,310,383,5,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,52148,Goran,Pandev,Pandev,forwards,10,False,Pandev,True,291,519,6,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250004363,Stefan,Ristovski,Ristovski,defenders,13,False,Ristovski,False,625,724,7,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250031588,Darko,Velkoski,D. Velkoski,defenders,14,False,D. Velkoski,False,657,537,8,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250043103,Boban,Nikolov,Nikolov,midfielders,16,False,NIKOLOV,False,510,862,9,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250064634,Enis,Bardi,Bardi,midfielders,17,False,Bardi,False,454,551,10,NA
2024442,Austria,North Macedonia,true,false,false,North Macedonia,250091841,Eljif,Elmas,Elmas,midfielders,21,False,Elmas,False,408,368,11,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250079552,Risto,Jankov,Jankov,goalkeepers,12,True,Jankov,False,1000,0,12,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250022908,Damjan,Siskovski,Siskovski,goalkeepers,22,True,SHISHKOVSKI,False,1000,0,13,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250055992,Egzon,Bejtulai,Bejtulai,defenders,2,False,Bejtullai,False,549,845,14,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,107972,Kire,Ristevski,Ristevski,defenders,4,False,Ristevski,False,1000,0,15,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,73471,Ivan,Trickovski,Trickovski,forwards,7,False,Trickovski,False,309,549,16,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250022169,Ferhan,Hasani,Hasani,midfielders,11,False,Hasani,False,1000,0,17,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250055403,Tihomir,Kostadinov,Kostadinov,midfielders,15,False,KOSTADINOV,False,469,650,18,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,96418,Krste,Velkoski,K. Velkoski,forwards,19,False,Velkoski,False,1000,0,19,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,107976,Stefan,Spirovski,Spirovski,midfielders,20,False,Spirovski,False,1000,0,20,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250031583,Daniel,Avramovski,Avramovski,forwards,24,False,Avramovski,False,1000,0,21,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250105582,Darko,Churlinov,Churlinov,midfielders,25,False,Churlinov,False,1000,0,22,NA
2024442,Austria,North Macedonia,false,true,false,North Macedonia,250072833,Milan,Ristovski,M. Ristovski,midfielders,26,False,Ristovski,False,331,473,23,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,48629,Milan,Ilievski,None,ACO,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,52144,Bojan,Markovski,None,ADMIN,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,30379,Igor,Angelovski,None,CO,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,52141,Dancho,Masev,None,DIR,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250073824,Aleksandar,Saveski,None,DOC,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250112379,Borislav,Kalkovaliev,None,DOC,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250099948,Ivan,Jovanovski,None,FTNCOA,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,44303,Zoran,Micevski,None,GKCOA,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250112111,Djengis,Redjepi,None,OTH,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250072839,Angele,Milevski,None,PH,,None,None,None,,,,NA
2024442,Austria,North Macedonia,false,false,true,North Macedonia,250076920,Bojan,Canevski,None,PH,,None,None,None,,,,NA
2024486,Belgium,Italy,true,false,false,Belgium,250011668,Thibaut,Courtois,Courtois,goalkeepers,1,True,COURTOIS,False,90,490,1,NA
2024486,Belgium,Italy,true,false,false,Belgium,103333,Toby,Alderweireld,Alderweireld,defenders,2,False,Alderweireld,False,352,708,2,NA
2024486,Belgium,Italy,true,false,false,Belgium,71982,Thomas,Vermaelen,Vermaelen,defenders,3,False,Vermaelen,False,343,522,3,NA
2024486,Belgium,Italy,true,false,false,Belgium,103704,Jan,Vertonghen,Vertonghen,defenders,5,False,Vertonghen,True,354,280,4,NA
2024486,Belgium,Italy,true,false,false,Belgium,103335,Axel,Witsel,Witsel,midfielders,6,False,Witsel,False,484,458,5,NA
2024486,Belgium,Italy,true,false,false,Belgium,250008901,Kevin,De Bruyne,De Bruyne,midfielders,7,False,De Bruyne,False,634,560,6,NA
2024486,Belgium,Italy,true,false,false,Belgium,250064006,Youri,Tielemans,Tielemans,midfielders,8,False,Tielemans,False,477,609,7,NA
2024486,Belgium,Italy,true,false,false,Belgium,250010802,Romelu,Lukaku,Lukaku,forwards,9,False,R. Lukaku,False,758,583,8,NA
2024486,Belgium,Italy,true,false,false,Belgium,250029318,Thomas,Meunier,Meunier,defenders,15,False,Meunier,False,447,855,9,NA
2024486,Belgium,Italy,true,false,false,Belgium,250012551,Thorgan,Hazard,T. Hazard,midfielders,16,False,T. Hazard,False,489,322,10,NA
2024486,Belgium,Italy,true,false,false,Belgium,250113142,Jeremy,Doku,Doku,forwards,25,False,Doku,False,642,210,11,NA
2024486,Belgium,Italy,false,true,false,Belgium,250003912,Thomas,Kaminski,Kaminski,goalkeepers,12,True,Kaminski,False,0,0,12,NA
2024486,Belgium,Italy,false,true,false,Belgium,250007046,Matz,Sels,Sels,goalkeepers,13,True,Sels,False,0,0,13,NA
2024486,Belgium,Italy,false,true,false,Belgium,250005255,Dedryck,Boyata,Boyata,defenders,4,False,Boyata,False,0,0,14,NA
2024486,Belgium,Italy,false,true,false,Belgium,250040959,Yannick,Carrasco,Carrasco,midfielders,11,False,CARRASCO,False,0,0,15,NA
2024486,Belgium,Italy,false,true,false,Belgium,250019924,Dries,Mertens,Mertens,forwards,14,False,Mertens,False,637,700,16,NA
2024486,Belgium,Italy,false,true,false,Belgium,250064362,Jason,Denayer,Denayer,defenders,18,False,Denayer,False,0,0,17,NA
2024486,Belgium,Italy,false,true,false,Belgium,250042602,Leander,Dendoncker,Dendoncker,midfielders,19,False,Dendoncker,False,0,0,18,NA
2024486,Belgium,Italy,false,true,false,Belgium,1902165,Christian,Benteke,Benteke,forwards,20,False,Benteke,False,0,0,19,NA
2024486,Belgium,Italy,false,true,false,Belgium,250022315,Nacer,Chadli,Chadli,midfielders,22,False,Chadli,False,555,195,20,NA
2024486,Belgium,Italy,false,true,false,Belgium,250038932,Michy,Batshuayi,Batshuayi,forwards,23,False,Batshuayi,False,0,0,21,NA
2024486,Belgium,Italy,false,true,false,Belgium,250023009,Leandro,Trossard,Trossard,forwards,24,False,Trossard,False,0,0,22,NA
2024486,Belgium,Italy,false,true,false,Belgium,250023003,Dennis,Praet,Praet,midfielders,26,False,Praet,False,506,300,23,NA
2024486,Belgium,Italy,false,false,true,Scotland,55522,Shaun,Maloney,None,ACO,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Belgium,1902488,Piet,Erauw,None,ADMIN,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Belgium,150415502,Erwin,Lemmens,None,ADMIN,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Spain,250016130,Roberto,Martinez,None,CO,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Belgium,250154901,Kristof,Sas,None,DOC,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Wales,250123547,Richard,Evans,None,FTNCOA,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Spain,250075949,Inaki,Vergara,None,GKCOA,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Belgium,1902489,Guido,Van Onsem,None,KITMAN,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,France,24057,Thierry,Henry,None,OTH,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Belgium,250082078,Geert,Neirynck,None,PH,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,England,250075930,Luke,Benstead,None,STCOA,,None,None,None,,,,NA
2024486,Belgium,Italy,true,false,false,Italy,250078922,Gianluigi,Donnarumma,G. Donnarumma,goalkeepers,21,True,DONNARUMMA,False,854,489,1,NA
2024486,Belgium,Italy,true,false,false,Italy,250064229,Giovanni,Di Lorenzo,Di Lorenzo,defenders,2,False,Di Lorenzo,False,605,818,2,NA
2024486,Belgium,Italy,true,false,false,Italy,59142,Giorgio,Chiellini,Chiellini,defenders,3,False,Chiellini,True,697,360,3,NA
2024486,Belgium,Italy,true,false,false,Italy,250020885,Leonardo,Spinazzola,Spinazzola,defenders,4,False,SPINAZZOLA,False,497,151,4,NA
2024486,Belgium,Italy,true,false,false,Italy,250006200,Marco,Verratti,Verratti,midfielders,6,False,VERRATTI,False,467,361,5,NA
2024486,Belgium,Italy,true,false,false,Italy,250067749,,Jorginho,Jorginho,midfielders,8,False,Jorginho,False,552,497,6,NA
2024486,Belgium,Italy,true,false,false,Italy,250026037,Lorenzo,Insigne,Insigne,forwards,10,False,Insigne,False,363,192,7,NA
2024486,Belgium,Italy,true,false,false,Italy,250090398,Federico,Chiesa,Chiesa,midfielders,14,False,Chiesa,False,349,732,8,NA
2024486,Belgium,Italy,true,false,false,Italy,250005254,Ciro,Immobile,Immobile,forwards,17,False,Immobile,False,294,468,9,NA
2024486,Belgium,Italy,true,false,false,Italy,250066739,Nicolò,Barella,Barella,midfielders,18,False,Barella,False,434,698,10,NA
2024486,Belgium,Italy,true,false,false,Italy,250017925,Leonardo,Bonucci,Bonucci,defenders,19,False,Bonucci,False,695,598,11,NA
2024486,Belgium,Italy,false,true,false,Italy,106737,Salvatore,Sirigu,Sirigu,goalkeepers,1,True,Sirigu,False,1000,0,12,NA
2024486,Belgium,Italy,false,true,false,Italy,250066753,Alex,Meret,Meret,goalkeepers,26,True,Meret,False,1000,0,13,NA
2024486,Belgium,Italy,false,true,false,Italy,250066747,Manuel,Locatelli,Locatelli,midfielders,5,False,LOCATELLI,False,1000,0,14,NA
2024486,Belgium,Italy,false,true,false,Italy,250050378,Andrea,Belotti,Belotti,forwards,9,False,Belotti,False,279,458,15,NA
2024486,Belgium,Italy,false,true,false,Italy,250058759,Domenico,Berardi,Berardi,forwards,11,False,Berardi,False,349,777,16,NA
2024486,Belgium,Italy,false,true,false,Italy,250121401,Matteo,Pessina,Pessina,midfielders,12,False,Pessina,False,1000,0,17,NA
2024486,Belgium,Italy,false,true,false,Italy,250100056,,Emerson,Emerson,defenders,13,False,Emerson,False,566,208,18,NA
2024486,Belgium,Italy,false,true,false,Italy,250052957,Francesco,Acerbi,Acerbi,defenders,15,False,Acerbi,False,1000,0,19,NA
2024486,Belgium,Italy,false,true,false,Italy,250041741,Bryan,Cristante,Cristante,midfielders,16,False,CRISTANTE,False,448,332,20,NA
2024486,Belgium,Italy,false,true,false,Italy,250061597,Federico,Bernardeschi,Bernardeschi,midfielders,20,False,Bernardeschi,False,1000,0,21,NA
2024486,Belgium,Italy,false,true,false,Italy,250091199,Alessandro,Bastoni,Bastoni,defenders,23,False,Bastoni,False,1000,0,22,NA
2024486,Belgium,Italy,false,true,false,Italy,250112488,Rafael,Tolói,Tolói,defenders,25,False,Tolói,False,640,630,23,NA
2024486,Belgium,Italy,false,false,true,Italy,422,Alberico,Evani,None,ACO,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,150040534,Emiliano,Cozzi,None,ADMIN,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,105,Roberto,Mancini,None,CO,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,36652,Gabriele,Oriali,None,DIR,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,2218035,Andrea,Ferretti,None,DOC,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,250075971,Andrea,Scanavino,None,FTNCOA,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,250126605,Massimo,Battara,None,GKCOA,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,None,107,None,None,None,OTH,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,250058775,Carmine,Costabile,None,OTH,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,250057698,Emanuele,Randelli,None,PH,,None,None,None,,,,NA
2024486,Belgium,Italy,false,false,true,Italy,250064398,Fabio,Sannino,None,PH,,None,None,None,,,,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250011668,Thibaut,Courtois,Courtois,goalkeepers,1,True,COURTOIS,False,96,488,1,NA
2024479,Belgium,Portugal,true,false,false,Belgium,103333,Toby,Alderweireld,Alderweireld,defenders,2,False,Alderweireld,False,355,709,2,NA
2024479,Belgium,Portugal,true,false,false,Belgium,71982,Thomas,Vermaelen,Vermaelen,defenders,3,False,Vermaelen,False,344,520,3,NA
2024479,Belgium,Portugal,true,false,false,Belgium,103704,Jan,Vertonghen,Vertonghen,defenders,5,False,Vertonghen,False,359,279,4,NA
2024479,Belgium,Portugal,true,false,false,Belgium,103335,Axel,Witsel,Witsel,midfielders,6,False,Witsel,False,488,451,5,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250008901,Kevin,De Bruyne,De Bruyne,midfielders,7,False,De Bruyne,False,624,520,6,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250064006,Youri,Tielemans,Tielemans,midfielders,8,False,Tielemans,False,484,566,7,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250010802,Romelu,Lukaku,Lukaku,forwards,9,False,R. Lukaku,False,748,584,8,NA
2024479,Belgium,Portugal,true,false,false,Belgium,1902160,Eden,Hazard,E. Hazard,midfielders,10,False,E. Hazard,True,631,293,9,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250029318,Thomas,Meunier,Meunier,defenders,15,False,Meunier,False,498,868,10,NA
2024479,Belgium,Portugal,true,false,false,Belgium,250012551,Thorgan,Hazard,T. Hazard,midfielders,16,False,T. Hazard,False,500,140,11,NA
2024479,Belgium,Portugal,false,true,false,Belgium,98078,Simon,Mignolet,Mignolet,goalkeepers,12,True,Mignolet,False,0,0,12,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250007046,Matz,Sels,Sels,goalkeepers,13,True,Sels,False,0,0,13,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250005255,Dedryck,Boyata,Boyata,defenders,4,False,Boyata,False,0,0,14,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250040959,Yannick,Carrasco,Carrasco,midfielders,11,False,CARRASCO,False,704,337,15,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250019924,Dries,Mertens,Mertens,forwards,14,False,Mertens,False,623,636,16,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250064362,Jason,Denayer,Denayer,defenders,18,False,Denayer,False,0,0,17,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250042602,Leander,Dendoncker,Dendoncker,midfielders,19,False,Dendoncker,False,0,0,18,NA
2024479,Belgium,Portugal,false,true,false,Belgium,1902165,Christian,Benteke,Benteke,forwards,20,False,Benteke,False,0,0,19,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250038932,Michy,Batshuayi,Batshuayi,forwards,23,False,Batshuayi,False,0,0,20,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250023009,Leandro,Trossard,Trossard,forwards,24,False,Trossard,False,0,0,21,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250113142,Jeremy,Doku,Doku,forwards,25,False,Doku,False,0,0,22,NA
2024479,Belgium,Portugal,false,true,false,Belgium,250023003,Dennis,Praet,Praet,midfielders,26,False,Praet,False,0,0,23,NA
2024479,Belgium,Portugal,false,false,true,Scotland,55522,Shaun,Maloney,None,ACO,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Belgium,1902488,Piet,Erauw,None,ADMIN,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Belgium,150415502,Erwin,Lemmens,None,ADMIN,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Spain,250016130,Roberto,Martinez,None,CO,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Belgium,250154901,Kristof,Sas,None,DOC,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Wales,250123547,Richard,Evans,None,FTNCOA,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Spain,250075949,Inaki,Vergara,None,GKCOA,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Belgium,1902489,Guido,Van Onsem,None,KITMAN,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,France,24057,Thierry,Henry,None,OTH,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Belgium,250082078,Geert,Neirynck,None,PH,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,England,250075930,Luke,Benstead,None,STCOA,,None,None,None,,,,NA
2024479,Belgium,Portugal,true,false,false,Portugal,93443,,Rui Patrício,Rui Patrício,goalkeepers,1,True,R. Patrício,False,881,497,1,NA
2024479,Belgium,Portugal,true,false,false,Portugal,95417,,Pepe,Pepe,defenders,3,False,Pepe,False,644,616,2,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250058220,,Rúben Dias,Rúben Dias,defenders,4,False,Rúben,False,707,363,3,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250066156,Raphaël,Guerreiro,Guerreiro,defenders,5,False,Guerreiro,False,535,145,4,NA
2024479,Belgium,Portugal,true,false,false,Portugal,63706,Cristiano,Ronaldo,Ronaldo,forwards,7,False,Ronaldo,True,262,459,5,NA
2024479,Belgium,Portugal,true,false,false,Portugal,70098,,João Moutinho,João Moutinho,midfielders,8,False,J. Moutinho,False,439,590,6,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250059115,,Bernardo Silva,Bernardo Silva,midfielders,10,False,Bernardo,False,408,858,7,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250058218,,Renato Sanches,Renato Sanches,midfielders,16,False,R.SANCHES,False,453,390,8,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250081628,Diogo,Dalot,Dalot,defenders,20,False,DALOT,False,546,853,9,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250080471,,Diogo Jota,Diogo Jota,forwards,21,False,Diogo J.,False,369,214,10,NA
2024479,Belgium,Portugal,true,false,false,Portugal,250067295,,João Palhinha,João Palhinha,midfielders,26,False,J. Palhinha,False,556,491,11,NA
2024479,Belgium,Portugal,false,true,false,Portugal,1901643,Anthony,Lopes,Lopes,goalkeepers,12,True,Lopes,False,1000,0,12,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250062141,,Rui Silva,Rui Silva,goalkeepers,22,True,RUI SILVA,False,1000,0,13,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250086090,,Nélson Semedo,Nélson Semedo,defenders,2,False,Semedo,False,1000,0,14,NA
2024479,Belgium,Portugal,false,true,false,Portugal,101788,José,Fonte,Fonte,defenders,6,False,Fonte,False,1000,0,15,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250042521,,André Silva,André Silva,forwards,9,False,ANDRÉ SILVA,False,272,529,16,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250078886,,Bruno Fernandes,Bruno Fernandes,midfielders,11,False,B. FERNANDES,False,489,681,17,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250014528,,Danilo,Danilo,midfielders,13,False,DANILO,False,734,555,18,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250055271,,Rúben Neves,Rúben Neves,midfielders,18,False,Neves,False,1000,0,19,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250143328,,Pedro Gonçalves,Pedro Gonçalves,midfielders,19,False,Pedro G.,False,1000,0,20,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250101463,,João Félix,João Félix,forwards,23,False,JOÃO FÉLIX,False,417,488,21,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250003853,,Sérgio Oliveira,Sérgio Oliveira,midfielders,24,False,Sérgio,False,526,473,22,NA
2024479,Belgium,Portugal,false,true,false,Portugal,250136465,,Nuno Mendes,Nuno Mendes,defenders,25,False,N. Mendes,False,1000,0,23,NA
2024479,Belgium,Portugal,false,false,true,Portugal,800409,Ilídio Fernando,Torres Vale,None,ACO,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,1866653,Carlos,Godinho,None,ADMIN,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,2203208,Simão,Ferreira,None,ASSPHY,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,45805,Fernando,Santos,None,CO,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,250078721,João,Pinto,None,DIR,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,50018157,Paulo Daniel,Beckert Rodrigues,None,DOC,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,250080548,João,Brito,None,EXSCI,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,1815,Fernando,Justino,None,GKCOA,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,250078722,Hugo,Vieira,None,KITMAN,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,250078717,João Carlos,Costa,None,OTH,,None,None,None,,,,NA
2024479,Belgium,Portugal,false,false,true,Portugal,250078718,Antonio,Gaspar,None,PH,,None,None,None,,,,NA
2024450,Belgium,Russia,true,false,false,Belgium,250011668,Thibaut,Courtois,Courtois,goalkeepers,1,True,COURTOIS,False,117,484,1,NA
2024450,Belgium,Russia,true,false,false,Belgium,103333,Toby,Alderweireld,Alderweireld,defenders,2,False,Alderweireld,False,354,742,2,NA
